Image Name,Class,Mean_B,Mean_G,Mean_R,Std_B,Std_G,Std_R
r(46).jpg,matang,6.21788125,10.9041875,29.2000125,20.15451336576004,26.44784244441528,59.8747155108641
r(47).jpg,matang,7.59689375,11.9466,27.9702125,22.80488788835405,29.187182947990557,58.048672467156734
r(48).jpg,matang,7.618225,12.67279375,36.13564375,23.356696531141694,29.871294411550984,67.93700506377753
r(49).jpg,matang,8.4365625,12.91915,34.48545,24.10063200799877,30.24152878547219,65.21581202670691
r(5).jpg,matang,13.23978125,21.46564375,50.59686875,31.09629799036525,38.90384341095115,75.95403711417647
r(50).jpg,matang,8.052825,11.35499375,26.604375,22.64302893873115,27.671805790130552,56.0630828251304
r(6).jpg,matang,13.96115,19.01933125,48.35620625,31.8648007709938,37.60623379251103,74.12676269976556
r(7).jpg,matang,15.12290625,22.03605625,59.0768625,33.21189282931784,40.46816642369976,81.82917292852167
r(8).jpg,matang,17.0668,24.3926125,53.54223125,40.07078939529886,46.197144586188735,82.6486222149074
r(9).jpg,matang,13.26430625,18.661075,44.55856875,30.43928749915483,37.51113507806695,71.81433444800402
r51.jpg,matang,4.69935,6.46078125,17.83795,15.200677109191938,20.855355712383247,54.774957574484965
r52.jpg,matang,5.003575,6.67314375,18.4148375,15.896155973025927,20.934440432935247,55.650583643388
r53.jpg,matang,5.97035,6.43314375,20.9490375,17.732520150185636,19.22172189845382,59.197627615562425
r54.jpg,matang,6.42548125,7.2525125,21.58411875,18.77097185700797,21.29161777402634,59.64287173704326
r55.jpg,matang,6.60800625,7.8324875,20.63576875,20.217115203450398,23.690275210809364,58.87605257516669
r56.jpg,matang,6.2662875,7.4202125,20.36081875,19.199715582960565,22.423015440760917,58.858730478744086
r57.jpg,matang,5.7643375,6.31071875,20.80246875,17.06600387277963,18.732078704965662,59.056175165253336
r58.jpg,matang,6.4113375,7.08091875,21.478325,19.179736415343413,21.443421098490308,60.6511043197761
r59.jpg,matang,5.405425,8.442275,19.81638125,16.74353361954117,25.474617864201697,57.37403814366691
r60.jpg,matang,5.73200625,8.13495,20.2826875,17.491864840587333,24.166138003314554,58.63662006611807
r61.jpg,matang,5.16355625,7.22019375,19.5543875,15.8479022461588,22.114195010436173,57.577921589024456
r62.jpg,matang,5.79760625,6.9867375,20.004275,17.877694007311693,21.467411618713314,58.15481423952347
r63.jpg,matang,5.88135625,6.94408125,20.19065,17.828240025557754,20.941263496802573,58.339326702363415
r64.jpg,matang,4.9065,5.43643125,16.34809375,16.544336500727425,18.346525120984953,53.771101550891984
r65.jpg,matang,4.581125,5.507075,16.30234375,15.722358879434351,18.715917355134092,53.01440683434344
r66.jpg,matang,3.44381875,5.01684375,11.8207375,14.210365711915975,20.683308126096605,46.881988171901114
r67.jpg,matang,3.6301,4.64063125,12.32630625,14.760553393708179,18.713321066894363,47.88439130308472
r68.jpg,matang,3.74255625,4.8479125,12.947025,14.788872217522332,19.01769490222174,48.636190677745454
r69.jpg,matang,3.97134375,5.18316875,13.41850625,15.444904825536119,19.757173835358174,49.450722403986916
r70.jpg,matang,4.88979375,7.4173625,18.51095,15.35004473384819,23.23679966221948,55.36068194220279
r71.jpg,matang,5.23059375,8.117075,19.54411875,16.396599350904115,24.338127361028583,56.67783057356093
r72.jpg,matang,5.54725625,8.19314375,20.77610625,16.609571919402498,24.284188822038224,59.36901024818471
r73.jpg,matang,5.1103125,6.50509375,18.1474375,16.497033631885994,21.238599566647405,56.09466083930787
r74.jpg,matang,4.95535,5.64939375,17.92360625,15.930516120885748,18.240290746231693,55.75873839810668
r75.jpg,matang,5.3267375,6.10418125,18.90145,16.63989160441232,19.294110241614504,57.53958170600816
r76.jpg,matang,5.52065,6.48545,18.98245625,17.539015396430646,20.76478059830019,57.492443077047895
r77.jpg,matang,5.35393125,6.06843125,18.1345375,17.733825417010323,20.135869075177137,56.41944312158581
r78.jpg,matang,6.25964375,8.1874,22.353075,17.760962568855394,23.015220914448804,61.30371328913411
r79.jpg,matang,6.37125,9.0499125,23.913625,17.391835323987284,24.378798344962032,61.91877644843601
r80.jpg,matang,6.9361125,9.31490625,24.941575,18.895478120069345,24.997848963574018,64.8893957939643
r81.jpg,matang,6.23970625,8.4462625,20.90639375,18.405007393723956,24.504970919855417,59.445143885865015
r82.jpg,matang,6.114325,8.5492375,21.937625,17.592994480568443,24.25716570767668,59.507832231114094
r83.jpg,matang,6.62061875,9.92915625,23.2779,18.501430380345585,26.89508946657435,61.45781456881087
r84.jpg,matang,5.0969375,5.30536875,16.02383125,17.8850200061908,18.930162272829264,53.30813060233502
r85.jpg,matang,5.44913125,5.6073875,17.04865,18.62587782815512,19.431735136767117,54.45279144071616
m(10).jpg,mengkal,2.3803875,18.41073125,23.1076875,11.397517508180728,43.11277094532233,51.450753428861816
m(11).jpg,mengkal,2.96434375,20.14395,25.88380625,12.615851036769248,40.95472565402446,50.28958048412028
m(12).jpg,mengkal,2.54695,16.81406875,21.93205625,11.539251847375734,36.84851165004318,46.620013700118875
m(13).jpg,mengkal,2.55549375,18.64355,24.462325,11.864807012514955,40.95892034581297,51.81245150155671
m(14).jpg,mengkal,2.98233125,20.69335,26.7029375,13.125937835663573,43.88949493638572,54.79311023175917
m(15).jpg,mengkal,2.38526875,16.8861,21.81268125,12.198838028304511,40.42806267664097,50.83719546695843
m(16).jpg,mengkal,4.109425,24.166425,28.05420625,16.602616922298,48.19329066608631,54.88029911030608
m(17).jpg,mengkal,3.36385,23.68079375,26.826875,14.359095573097186,47.65662730537046,52.33441819426178
m(18).jpg,mengkal,2.97083125,20.619375,23.9278,13.578332663996642,45.626232307782416,50.275236942819056
m(19).jpg,mengkal,2.7832625,19.1716375,22.660275,12.880595865713,42.79020014057869,48.24226841609483
m(2).jpg,mengkal,3.0882,17.65021875,21.43985,13.984959626676602,42.08456987815975,48.48436069473102
m(20).jpg,mengkal,3.0044,16.9959375,21.07533125,13.106217251371548,37.38348175996389,45.22403820377218
m(21).jpg,mengkal,2.574025,15.3558,19.4681875,11.689049161468146,35.19106749391724,44.362841015495746
m(22).jpg,mengkal,2.9173,17.0708875,21.2023625,12.543445428200302,38.019617304215664,46.90516801924438
m(23).jpg,mengkal,2.91681875,14.7128375,21.9889875,12.646170848529183,35.756667387991214,51.63755008452776
m(24).jpg,mengkal,2.01779375,12.53485625,18.99345,10.226537885939168,33.627622537759166,48.60402588368922
m(25).jpg,mengkal,4.2441375,23.94154375,27.0431375,17.45404815170552,48.795204058620165,53.98142297728625
m(26).jpg,mengkal,2.25029375,12.3790625,17.8927625,10.83824521260245,32.66760856139019,45.46318565745148
m(27).jpg,mengkal,2.61963125,17.98945,21.02579375,12.747043318506062,42.8917017172483,49.36155668559501
m(28).jpg,mengkal,2.87223125,16.63659375,24.17369375,12.314821614460179,36.81349385281015,51.30624522630211
m(29).jpg,mengkal,3.36714375,13.52955,17.82591875,15.97944497526768,37.906129145478545,47.519734736898464
m(3).jpg,mengkal,2.17636875,16.00086875,20.37395,10.874806909259272,39.97646158053686,48.850389444620006
m(30).jpg,mengkal,2.1586375,16.0536625,18.8959125,11.594485074540971,40.946644188924886,45.49460988175891
m(31).jpg,mengkal,4.20115,16.8915375,23.4242625,17.569855610634733,38.012199171875125,50.43812485438131
m(32).jpg,mengkal,2.969975,16.6218125,21.92465625,13.747997981485595,36.7277958324642,46.97119095332311
m(33).jpg,mengkal,4.1794625,19.5502875,24.00139375,17.618827449936457,44.55846506194923,54.119799789910516
m(34).jpg,mengkal,3.59038125,20.70243125,24.94771875,15.440692786585313,46.20382069258952,54.82085162519604
m(35).jpg,mengkal,4.22788125,24.14816875,28.94728125,16.617502486386282,50.50490139362263,58.064337070940326
m(36).jpg,mengkal,3.5178125,18.93084375,24.1476,14.710821959178814,41.48937678684865,51.6527582926029
m(37).jpg,mengkal,2.1785,12.065725,14.5039125,11.227691225259173,32.70996243848938,37.87139731629723
m(38).jpg,mengkal,2.9387125,13.03899375,15.24950625,13.76347272103117,33.598004378744974,37.177965286960564
m(39).jpg,mengkal,4.32174375,18.36735,21.5018375,17.578870120352693,42.218642848561224,47.403846459076895
m(4).jpg,mengkal,2.05318125,13.49513125,17.79394375,11.226754451080884,35.44532763706832,45.58851222698617
m(40).jpg,mengkal,3.47465,20.59866875,22.9405375,15.566910254656491,42.60338721245888,46.02756037643969
m(41).jpg,mengkal,4.27635625,17.98578125,21.1074625,17.80599115394268,41.71197449860886,47.74322139653571
m(42).jpg,mengkal,2.7277625,11.57024375,18.59749375,12.729877719109954,30.984873379086398,47.28105931522754
m(43).jpg,mengkal,1.61295625,9.22566875,14.98101875,10.313544656681287,30.31894588974818,46.6187154849685
m(44).jpg,mengkal,1.5803375,7.7049875,12.136475,9.841291626932712,27.92903628170853,41.925652941514656
m(45).jpg,mengkal,3.20645625,18.33278125,23.02498125,13.650936124206202,41.95258142101572,50.56119578970276
m(46).jpg,mengkal,2.57135625,14.45230625,17.8260625,12.043277514249327,38.16396861315527,45.83760064891473
m(47).jpg,mengkal,2.26579375,12.1868625,19.7331875,12.064958969343339,35.04498476819941,53.734792370407305
m(48).jpg,mengkal,3.1818625,14.8112375,23.3819125,14.255268360560894,38.61986171279681,58.00348173028939
m(49).jpg,mengkal,2.95961875,16.8983375,21.112075,13.122090652942658,41.52783843077978,49.130346291275835
m(5).jpg,mengkal,2.25408125,16.49574375,21.5363625,11.245330651795808,40.0543793720793,50.75403176375175
m(50).jpg,mengkal,3.12496875,20.20760625,25.37885625,13.245983412377488,45.204015788381895,54.422335251126334
m(6).jpg,mengkal,2.00796875,15.466775,20.8176,10.144455024738198,37.1704162756139,48.454725829858056
m(7).jpg,mengkal,2.19125625,14.02425625,18.6130625,11.114548564695937,34.99983936231182,44.573117507917104
m(8).jpg,mengkal,3.13373125,16.2518875,26.1602,13.37329324448793,36.31485168198251,55.868885222038685
m(9).jpg,mengkal,2.56551875,19.557075,24.73471875,11.481540392872605,41.1354382490316,50.78637361158992
m51.jpg,mengkal,2.18256875,15.728275,20.90246875,10.97640024786028,37.52669787001407,47.43479030631458
m52.jpg,mengkal,1.09694375,5.36846875,9.4978125,8.350560349998325,24.881657391088723,42.746688558391355
m53.jpg,mengkal,0.9857125,4.81158125,8.43841875,8.21225659412151,24.273074941674714,41.521884534055225
m54.jpg,mengkal,1.05599375,4.8438,8.36486875,9.096352068290335,24.894403016738323,41.827302411842496
m55.jpg,mengkal,1.09184375,4.433825,7.8833375,9.27512107605391,23.28559551248232,40.223291323131654
m56.jpg,mengkal,1.2132875,5.58946875,9.73781875,9.040525894106043,25.650296934728196,43.26324817029377
m57.jpg,mengkal,1.23341875,4.53623125,8.1074125,8.404643623440215,22.50196074334306,39.30966484278199
m58.jpg,mengkal,2.16341875,7.31333125,11.91225,13.90163391697834,29.65099142141529,47.101085974159304
m59.jpg,mengkal,1.36835625,4.23386875,7.23030625,10.792804659738287,22.010544612919745,36.418663694280376
m60.jpg,mengkal,0.0,0.0,0.0,0.0,0.0,0.0
m61.jpg,mengkal,1.38489375,5.00395,8.307675,10.266988387611052,23.883094636081506,38.58654653617508
m62.jpg,mengkal,1.76715625,6.4484,10.33561875,11.899608293487564,29.042808273975144,45.23209069683258
m63.jpg,mengkal,1.7893875,6.30580625,10.58636875,12.310142865710558,27.796605031660764,45.4023755208079
m64.jpg,mengkal,1.56818125,4.96505625,8.47779375,11.441925704047064,25.070108898574098,41.73924240897861
m65.jpg,mengkal,2.6355875,9.73715625,16.5415375,12.570621644505406,32.354066311903345,53.42176545789669
m66.jpg,mengkal,1.978875,10.9287625,17.59499375,11.828799230429428,37.01127666294839,57.99731277133061
m67.jpg,mengkal,1.607425,6.31668125,10.7420375,11.14411548171286,26.193552531817353,43.23231884647884
m68.jpg,mengkal,1.39589375,5.772725,10.45558125,8.968446737820486,23.66586959254147,41.52631276648117
m69.jpg,mengkal,0.94358125,4.95283125,8.91788125,8.185199183563723,24.263794146042,42.414278848812565
m70.jpg,mengkal,1.513375,7.06428125,11.74960625,9.237810000745034,28.18035617530927,45.545040583170454
m71.jpg,mengkal,1.42759375,5.022375,8.371275,9.961276014398456,24.22029596971972,39.267309780245114
m72.jpg,mengkal,1.14205625,4.05208125,6.716425,8.661656237207453,22.222900492348078,35.86653747195574
m73.jpg,mengkal,1.9227,8.2353125,13.5783375,11.11578212320298,31.045059639718396,49.40283266911651
m74.jpg,mengkal,4.5048625,8.22145625,12.863975,19.993089465031478,30.42018800700634,46.8735811487501
m75.jpg,mengkal,1.37445,4.9858375,8.37714375,9.206933512158901,23.898497848748598,38.80515470056059
m76.jpg,mengkal,2.9827875,8.5633375,13.73925625,14.965945216738373,31.641612053656672,49.43732010289906
m77.jpg,mengkal,2.107675,7.57305625,12.8051375,10.93440869887042,28.340058006051724,46.72175634660821
m78.jpg,mengkal,1.89123125,6.7891625,11.4858,10.54834350068638,27.547742603508613,45.29284847913972
m79.jpg,mengkal,2.161375,10.21303125,16.7326625,11.560203095525482,34.021055413381276,54.325434817933925
m80.jpg,mengkal,1.7935625,5.26360625,9.28696875,11.292771296648906,24.77672028330263,42.55996422911154
m81.jpg,mengkal,2.00540625,8.07855625,13.54666875,11.757406262517094,30.816330251475783,50.30393731630423
m82.jpg,mengkal,1.5070625,5.73076875,9.6170375,9.67917675327365,25.688833338294017,42.0898427736898
m83.jpg,mengkal,1.53675,6.05028125,10.632075,9.587341234029166,25.354274354584216,43.195610959781725
m84.jpg,mengkal,1.01496875,3.8397125,6.6289875,7.986521907966216,20.865977880655105,34.97007649012839
m85.jpg,mengkal,1.91704375,7.011925,12.381975,10.724347276681458,27.284173210737904,46.78749694202102
m86.jpg,mengkal,1.47421875,4.6928625,7.83434375,10.449980757266456,23.58339917304911,38.246775050330434
u (842).jpg,mentah,29.8812375,82.42834375,74.6858,26.470690781844546,45.41524967321832,41.36363050264489
u (843).jpg,mentah,16.84889375,42.08330625,38.34954375,21.832414792048656,42.67170993550692,39.02240046329766
u (844).jpg,mentah,24.25785625,66.3144625,60.0331125,26.385871530141387,51.91697122173592,47.163578676381924
u (845).jpg,mentah,29.8613875,81.929875,74.41164375,26.402124186779943,45.215488441296976,41.33247549654584
u (846).jpg,mentah,16.5649875,41.182325,37.6341125,21.871406027634382,42.6463100114582,39.13732730834318
u (847).jpg,mentah,12.5684875,50.4566875,44.7985375,20.605037841799412,39.74758607798075,35.67438367176291
u (848).jpg,mentah,16.76784375,43.492825,39.64305625,21.322085022938545,42.56468707765313,38.93285466554047
u (849).jpg,mentah,9.8762625,38.284975,34.09620625,19.091211041494148,40.838490750122084,36.68951077090887
u (850).jpg,mentah,12.429075,53.48678125,47.1543,20.189424388636898,39.09205865985506,34.90014547262305
u (851).jpg,mentah,24.34974375,67.58890625,60.535375,29.122431827708645,51.32874117565125,46.438827220458066
u (853).jpg,mentah,33.44221875,85.72368125,75.17959375,27.123874609408748,49.177376446873794,43.24681175918743
u (854).jpg,mentah,42.66636875,70.12891875,64.949375,47.59929039851264,76.54716527215531,70.90665888769621
u (856).jpg,mentah,16.6592375,48.51584375,42.76070625,21.72445783947817,43.300684162898214,38.38476204501266
u (858).jpg,mentah,32.8564375,83.303,73.68085625,27.420090304546253,49.938506845938726,44.37663409402857
u (859).jpg,mentah,51.40120625,84.534025,78.16193125,47.609520211737,76.20950764045851,70.46884717386041
u (860).jpg,mentah,16.387525,47.80231875,41.936675,21.63998121242446,43.504801210583544,38.39354766682101
u (861).jpg,mentah,31.2213,51.754025,48.13149375,42.45850652471552,69.21595396868761,64.39880901956035
u (862).jpg,mentah,24.8913375,61.2609125,54.97031875,27.61280531676894,57.05384309729951,51.26140446550601
u (863).jpg,mentah,42.57088125,70.61309375,65.74231875,44.30356927890205,71.99625734925039,67.03654493354318
u (864).jpg,mentah,44.8088625,69.79841875,65.2882625,53.5871363197736,82.59465635710269,77.29241120394988
u (865).jpg,mentah,33.9573625,56.0917875,52.2703375,43.32877689299355,70.28616320134945,65.52717093032598
u (866).jpg,mentah,30.824575,77.108125,68.86570625,27.241233013028438,53.66190160611315,48.01744145556507
u (867).jpg,mentah,42.9719875,66.9019625,62.64934375,53.17990083475242,81.92481058051511,76.74359425354213
u (868).jpg,mentah,46.29684375,72.14075,67.61960625,53.75591806986368,82.86082685405975,77.70240846870256
u (869).jpg,mentah,29.09011875,72.31759375,64.8046625,27.514571318880748,55.11729177816037,49.45569689897809
u (870).jpg,mentah,31.59563125,76.0651875,69.43541875,27.222864556557475,51.49767022001904,47.230430516393206
u (871).jpg,mentah,31.2810875,76.0965,69.54355,26.910523077744802,51.5335554541921,47.26822667921653
u (872).jpg,mentah,4.9065375,29.54535625,26.09423125,13.923449725606062,36.30573033710442,32.296095959409925
u (873).jpg,mentah,24.61365,53.4571125,49.86195625,26.888625544594078,54.84941429190241,51.170879415704235
u (874).jpg,mentah,19.21371875,41.269875,38.3459875,26.214177329203654,53.274546853908,49.534111152354214
u (875).jpg,mentah,22.9972,65.06973125,59.53769375,23.491293699145125,53.949157373425905,49.42793027912283
u (876).jpg,mentah,5.79368125,36.03685625,31.71648125,14.42332230533294,36.63068365955849,32.530657630422425
u (877).jpg,mentah,19.76781875,42.4730625,39.50071875,26.366364190305415,53.584090916689,49.874322421302
u (878).jpg,mentah,4.08014375,24.39685,21.57316875,12.004326646221116,34.600451732242576,30.75624544439497
u (879).jpg,mentah,23.8309,68.93449375,63.02540625,22.647935174983857,52.87594729819982,48.43442343282712
u(1).jpg,mentah,4.96305625,23.37143125,20.03611875,19.20817707148629,53.34450013903003,46.38105541804189
u(10).jpg,mentah,3.71139375,16.1584375,12.4433375,16.674407791045216,43.41235434819175,34.38406228705057
u(11).jpg,mentah,2.575175,12.2620125,10.19983125,13.94996769598889,39.251104595291054,33.656618015184065
u(12).jpg,mentah,2.40656875,11.8666125,9.635425,13.865150850293142,38.9987664263493,32.75950278267759
u(13).jpg,mentah,3.34085,15.0585875,12.49233125,15.051639737180867,42.591161553841275,36.16207566215375
u(14).jpg,mentah,2.84409375,15.1303375,12.6047625,13.836793775698338,42.92865636311275,36.06626487903156
u(15).jpg,mentah,2.6989875,13.2832125,10.98751875,13.611536613310285,41.119719456497485,34.69903421528103
u(16).jpg,mentah,2.82596875,15.43911875,12.76465625,13.741036419228335,43.3526226827939,36.38425098260334
u(17).jpg,mentah,2.43270625,11.16101875,9.2042375,13.442294132754096,38.624995847338134,32.68735247833034
u(18).jpg,mentah,1.85635625,8.66800625,7.26766875,11.22382221985676,33.35609594067117,28.565277386938188
u(19).jpg,mentah,3.31529375,15.11893125,12.09245,15.460487818996738,42.92324281916019,34.95277174994402
u(2).jpg,mentah,2.47879375,16.74805,14.49873125,12.48909925876139,43.827911867826025,38.39176602338334
u(20).jpg,mentah,3.78055,11.34934375,9.87570625,15.420214142425671,36.06894824776202,31.570642530962783
u(21).jpg,mentah,3.6490125,14.97153125,12.2499625,15.167926119756531,42.77734412949474,35.43942058287435
u(22).jpg,mentah,3.54376875,14.09439375,11.56673125,15.989838079145322,42.82249097804279,35.58539495969415
u(23).jpg,mentah,3.21493125,12.78064375,10.62004375,14.777970456341505,40.50330713757711,34.06510625990054
u(24).jpg,mentah,3.22645625,12.25450625,10.40631875,14.554683054510843,39.23759734393779,33.64822746186937
u(25).jpg,mentah,3.96579375,15.0332125,12.72416875,16.740025722313693,44.15353478973772,37.9918808546532
u(26).jpg,mentah,3.92575625,14.9837875,12.57843125,17.252564493913287,44.6587800678442,38.22653183379922
u(27).jpg,mentah,3.974825,14.99305,12.74104375,16.86192838078677,44.02556148649645,37.8071887729791
u(28).jpg,mentah,4.16949375,17.3674,14.6050375,17.598365069502368,47.07233627337363,40.20983001240654
u(29).jpg,mentah,2.9606625,10.14699375,8.6276625,14.658043101313314,37.48203351726775,32.18183400283347
u(3).jpg,mentah,3.4537875,19.20131875,17.5486,15.415277386537099,49.4720479363676,45.300871410482756
u(30).jpg,mentah,3.28661875,11.47853125,9.6691375,14.979955138162683,39.09602587337089,33.43972682308555
u(31).jpg,mentah,2.64481875,13.7502625,10.9665625,13.614092974934813,41.66454180337003,34.106306519952724
u(32).jpg,mentah,3.16155625,17.569625,13.93493125,14.513238984714743,46.721676204476935,37.77186879554273
u(33).jpg,mentah,2.925175,15.3762,12.2658625,14.499962973029762,44.218124095809394,36.21817333375225
u(34).jpg,mentah,2.7489375,14.35733125,11.57658125,14.129464519954231,43.26406991518567,35.66346096230184
u(35).jpg,mentah,2.17534375,11.8785375,9.4467,11.89681883193138,38.92344822668954,31.695754985612876
u(36).jpg,mentah,2.7638125,10.79285625,9.07665,13.782381523724775,37.85375374667383,32.29709022933554
u(37).jpg,mentah,1.93944375,10.03649375,7.88758125,11.161449354368274,35.33864155510445,28.30629313017959
u(38).jpg,mentah,2.18049375,11.67609375,9.002375,11.802478691202191,37.415177114231525,29.580349378539932
u(39).jpg,mentah,2.65148125,12.85333125,10.30139375,13.659590620922396,39.81285636608791,32.553426556352335
u(4).jpg,mentah,2.92371875,16.30900625,14.6234125,13.813085731309846,45.74169374190974,41.138106049631986
u(40).jpg,mentah,3.05106875,16.9208625,13.2413,14.615421161675116,46.00322732984088,36.67913983866399
u(41).jpg,mentah,2.3169875,12.5662,9.7365875,12.084799085018755,39.03931198236228,30.935032953790188
u(42).jpg,mentah,2.4956625,11.900375,9.2444125,13.072719923010569,37.84543218627193,29.94468254184189
u(43).jpg,mentah,3.11835,16.162125,12.5678625,14.407107387573129,43.68059312202048,34.599334454329124
u(44).jpg,mentah,2.8588875,15.77345625,12.47935,14.079523687332895,42.894053890764745,34.493973547265625
u(45).jpg,mentah,2.67886875,12.13055,9.44948125,13.433873453693336,38.78977725124581,31.005757293625795
u(46).jpg,mentah,2.9879,16.0202125,13.013525,14.59323271556647,44.465095625245155,36.520079813367474
u(47).jpg,mentah,2.67010625,14.931975,12.65766875,13.910327147983391,45.151122882968764,38.885089566126915
u(48).jpg,mentah,2.82196875,11.5265625,9.96496875,13.953422917841111,39.04113160421124,34.130998982815605
u(49).jpg,mentah,3.3024625,16.84514375,14.1336375,14.811268647062045,44.92689270690217,38.20183278999938
u(5).jpg,mentah,1.63463125,11.50593125,9.72509375,10.049080153249088,36.696776286460725,31.867025595553585
u(50).jpg,mentah,3.6897,18.946575,16.11225625,15.67644375837921,47.340505207169194,40.79953881219914
u(6).jpg,mentah,2.96420625,16.708725,14.9862125,14.590693525590883,43.938868287423645,39.36588224478509
u(7).jpg,mentah,3.21391875,15.74069375,12.68308125,15.060774217081951,43.780171071233916,36.12158054754949
u(8).jpg,mentah,3.5386625,15.11664375,12.5005125,15.062763033786148,41.40112891564461,34.710452132430326
u(9).jpg,mentah,2.83355,12.37151875,9.86741875,13.673891889190749,37.18652501329306,30.330148630744443
