Image Name,Class,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V
r(48).jpg,matang,3.99388125,57.986925,36.17975625,16.72738454781041,98.85385256292284,67.91441981600616
r(49).jpg,matang,3.4635,52.558,34.52029375,15.126326561653983,93.55993145305689,65.19811222840595
r(5).jpg,matang,3.97808125,68.50518125,50.6255875,13.799776748870249,100.68128095963299,75.93544488761573
r(50).jpg,matang,2.66410625,40.16016875,26.62705,12.62760494466319,82.625009393132,56.052869090632356
r(6).jpg,matang,3.5791375,65.94520625,48.38785,14.877756879158651,98.40417079025045,74.10668996365864
r(7).jpg,matang,3.90159375,77.56538125,59.11108125,14.679325085307273,103.90824317768404,81.80505847571756
r(8).jpg,matang,4.0803125,62.5454875,53.57834375,15.41358126467328,97.46227741233193,82.62587298936602
r(9).jpg,matang,3.62485,60.9050625,44.588075,14.356312199757676,95.11296973529606,71.79656967986884
r51.jpg,matang,1.48975,23.2923875,17.8535375,11.214153777124345,64.76799776530541,54.77024590276889
r52.jpg,matang,1.54346875,23.544325,18.4300875,11.693073717729758,64.75923050246858,55.645876866575335
r53.jpg,matang,2.722525,26.7400875,20.9675625,19.150250197410543,68.25154839257671,59.19151890533372
r54.jpg,matang,2.000825,26.57856875,21.601925,15.376845395591046,67.31572198944207,59.636812865736225
r55.jpg,matang,1.77963125,25.17873125,20.65499375,13.202702142540254,65.4826421573575,58.86973682999507
r56.jpg,matang,1.62646875,24.721475,20.37851875,12.486311230920393,65.22095051689097,58.85300336279556
r57.jpg,matang,1.94098125,25.4996375,20.81915,15.672404427468253,66.6167213421575,59.05069056134816
r58.jpg,matang,2.6063625,25.9607625,21.49724375,18.54330639390088,66.87232591241174,60.64480144570067
r59.jpg,matang,1.87325625,25.42488125,19.83545,11.483535160038706,67.00279048038094,57.36791763083773
r60.jpg,matang,1.8218875,25.5927375,20.302575,11.83085852496934,66.99578671261803,58.630174597763656
r61.jpg,matang,2.058525,26.02044375,19.5777625,13.666243533784616,68.26125512163732,57.570531984619656
r62.jpg,matang,1.84910625,24.4052375,20.0206875,14.302041369189807,65.15192942312969,58.149555862577074
r63.jpg,matang,1.64771875,25.30169375,20.20949375,12.754385193747924,66.31465128186646,58.333196433221524
r64.jpg,matang,1.43168125,19.98680625,16.3641625,12.51136413618514,59.618458820747506,53.766587191142534
r65.jpg,matang,1.5842125,21.3122125,16.31944375,12.683217090086853,62.176016464229214,53.009605374368746
r66.jpg,matang,1.47234375,15.9066625,11.83805625,11.289467331593162,54.87347834424179,46.87813901993896
r67.jpg,matang,1.1905375,15.209075,12.33865,10.703545345417595,53.15801503680672,47.881764965136696
r68.jpg,matang,1.3737625,16.61405625,12.962175,11.484534234960538,55.582213689851116,48.63263121896234
r69.jpg,matang,1.31016875,16.67404375,13.43331875,10.833057121459312,55.34414362675418,49.44710738359016
r70.jpg,matang,1.76905,24.75933125,18.5296625,11.742050485229328,66.61617406672052,55.35492035617382
r71.jpg,matang,2.03910625,26.42588125,19.565075,12.359342193286835,68.73482746322142,56.6710833691709
r72.jpg,matang,1.91498125,26.44869375,20.79589375,12.147216370911293,68.34935555795937,59.362497815595646
r73.jpg,matang,1.55546875,22.32710625,18.1622375,12.49717610973198,62.89895623333992,56.090231805453314
r74.jpg,matang,1.834125,22.5829,17.94118125,14.704015114361361,63.59537730906901,55.75349660884501
r75.jpg,matang,2.27629375,23.8257375,18.92139375,16.714787779479725,65.0810193726873,57.53349624178379
r76.jpg,matang,1.67749375,23.551875,19.0012375,13.14908441559162,64.50416059449155,57.48664289172936
r77.jpg,matang,1.60576875,21.9306125,18.15019375,13.566415811535963,62.24468841083566,56.414777191772515
r78.jpg,matang,1.7138875,27.16428125,22.371,12.09488692121531,68.33090364487931,61.29757170137283
r79.jpg,matang,2.01795,30.682575,23.93404375,12.634250682061136,72.5029191057614,61.911307880833355
r80.jpg,matang,1.82183125,29.8061,24.96061875,12.002062308046817,71.09687319287275,64.8824513474511
r81.jpg,matang,1.77495,25.18740625,20.9245125,11.948891789519962,65.62660091507854,59.439178065691664
r82.jpg,matang,1.63465625,27.427925,21.9536875,10.898409525892864,68.59449608181977,59.50238476432623
r83.jpg,matang,1.93096875,28.53858125,23.29505,11.439206307121099,69.54986142337025,61.451685253359024
r84.jpg,matang,4.137875,19.71515625,16.040975,25.146319372513712,59.30127144739064,53.30338036706548
r85.jpg,matang,4.60375,20.9089375,17.06463125,26.67934099522456,60.78501528036213,54.448140960541785
m(10).jpg,mengkal,5.779575,49.46608125,23.15656875,15.570181849285001,97.13005855298663,51.48186348104212
m(11).jpg,mengkal,6.58775,57.2927,25.92210625,16.208390957685186,102.18626639242665,50.29029181977343
m(12).jpg,mengkal,5.72948125,49.89205625,21.96396875,15.261870408165262,97.18840738166085,46.613079258881584
m(13).jpg,mengkal,5.91181875,52.40733125,24.4973125,15.500213073294146,99.30188958418927,51.80583406129526
m(14).jpg,mengkal,6.17511875,53.6563,26.7330625,15.665041164102568,99.82359300436902,54.78160315629199
m(15).jpg,mengkal,5.1419875,44.0122375,21.85116875,14.888806686548792,93.01606326455058,50.85649754946668
m(16).jpg,mengkal,7.2776,56.83251875,28.23579375,16.895794616983054,101.23799487500877,55.2260078681701
m(17).jpg,mengkal,7.072825,55.99030625,27.01893125,16.201998226128648,101.09721626863987,52.69797456123775
m(18).jpg,mengkal,6.39008125,50.4969375,24.23346875,16.173301467813438,97.54037953912508,50.93881205520957
m(19).jpg,mengkal,6.34465,49.63480625,23.0747375,16.399831291111063,96.93543309741715,49.24624175315728
m(2).jpg,mengkal,5.63094375,44.616275,21.6127125,15.595408899254544,92.6113423407548,48.86913080767513
m(20).jpg,mengkal,5.97173125,48.05585,21.2501375,15.669674761408597,95.1972573436838,45.53694097902455
m(21).jpg,mengkal,5.4073375,44.867425,19.50976875,14.870643518710596,92.88018248735042,44.37694437512467
m(22).jpg,mengkal,5.79195,47.33755,21.22989375,15.358801717488472,94.65984429798905,46.89438284710628
m(23).jpg,mengkal,5.20688125,45.62721875,22.02848125,16.459105577083555,93.42991673099185,51.62184561856904
m(24).jpg,mengkal,4.08231875,38.647325,19.02121875,14.112331659689133,88.12816317909504,48.59404663660595
m(25).jpg,mengkal,7.08869375,54.86904375,27.295325,16.36313546261862,99.78828548094727,54.522603529572265
m(26).jpg,mengkal,3.96693125,37.7983,17.91559375,13.249900007477699,86.78549218987959,45.454968450523786
m(27).jpg,mengkal,5.4813125,43.7266375,21.1073875,14.996455440433488,92.37278737765426,49.50651149519974
m(28).jpg,mengkal,4.9695125,49.52935625,24.1974625,13.864766785367033,96.59707015838426,51.29575709599675
m(29).jpg,mengkal,4.03030625,33.437275,17.86944375,13.825433095619575,81.69177714475629,47.558235998809984
m(3).jpg,mengkal,4.95130625,41.8665375,20.4281375,14.755655616347429,91.04617036298394,48.92263303705457
m(30).jpg,mengkal,5.45206875,42.316575,19.1779375,15.818537071885961,91.66354083143537,46.15681247921145
m(31).jpg,mengkal,4.66978125,44.4685125,23.44431875,13.06177292051577,91.82595954310426,50.42942010468322
m(32).jpg,mengkal,5.7903875,49.80093125,22.12955,15.337338429474533,96.77527927051578,47.30053056568881
m(33).jpg,mengkal,6.217,47.86560625,24.0432125,16.28882818067442,94.48009311270839,54.12448574982684
m(34).jpg,mengkal,6.05109375,48.2897375,25.11899375,15.266847519321963,95.14281358676303,55.13031570059
m(35).jpg,mengkal,6.98930625,54.87508125,29.3793625,16.40873637406509,99.48761745328025,58.961425284639546
m(36).jpg,mengkal,6.18961875,51.0796125,24.2377125,15.763041853618958,97.15349189224429,51.76629108566788
m(37).jpg,mengkal,4.6722625,36.34935625,14.7307125,14.154228189154061,85.20416058778297,38.424619344161016
m(38).jpg,mengkal,5.32379375,39.56745625,15.5965125,15.764714201566086,87.69552981567132,38.076602203170964
m(39).jpg,mengkal,6.3695625,47.8815,21.891675,16.513957310677387,94.00798986116168,48.223730187404215
m(4).jpg,mengkal,4.5292625,38.1224625,17.82181875,14.65120749991441,87.8607825793042,45.57855768004449
m(40).jpg,mengkal,6.69285625,51.74501875,23.65005,15.614049169487586,98.33196277552332,47.446509065395325
m(41).jpg,mengkal,5.911325,43.9902875,21.28838125,15.88634474146205,91.0904862247611,48.13674368404958
m(42).jpg,mengkal,4.06988125,39.15193125,18.626525,14.533059222348529,87.61264305544378,47.270493613129105
m(43).jpg,mengkal,3.01213125,28.5162625,15.004925,12.938162411380315,77.80677339120646,46.611806050104924
m(44).jpg,mengkal,3.08950625,24.94358125,12.16974375,14.240338650531454,73.02488992246714,41.917529218753664
m(45).jpg,mengkal,5.78215625,49.2096125,23.0526625,14.937964648878056,95.86881903188798,50.551320350273
m(46).jpg,mengkal,4.46695625,36.49915625,17.8822375,13.514351468372901,85.0584479889006,45.94598044976016
m(47).jpg,mengkal,3.636725,34.97958125,19.76211875,13.870835637216521,84.51291537004433,53.7249917986145
m(48).jpg,mengkal,4.1688,40.59471875,23.411425,14.076157823053995,88.88380668537206,57.992365807736476
m(49).jpg,mengkal,5.212275,43.35855,21.1619375,14.860130864995341,91.25327386952435,49.18781087571097
m(5).jpg,mengkal,5.07183125,43.8034125,21.56229375,14.708918519797153,92.79077212127852,50.744112165684996
m(50).jpg,mengkal,5.8759,50.06084375,25.42315625,15.137111239914123,96.75472212929402,54.4604046077239
m(6).jpg,mengkal,5.16883125,45.6163125,20.8473875,15.080584032439457,94.45958274007798,48.44634129035219
m(7).jpg,mengkal,4.73990625,41.29284375,18.6492875,14.483234962937713,90.40889647190784,44.59410163618892
m(8).jpg,mengkal,4.77108125,48.92639375,26.18986875,14.640845346356548,96.23421890548848,55.85579295037906
m(9).jpg,mengkal,6.25906875,53.37178125,24.7764625,15.891141073955863,99.97497135506121,50.80023898555126
m51.jpg,mengkal,5.07986875,45.23113125,20.93390625,14.63081259647766,94.06981866992791,47.433120684405196
m52.jpg,mengkal,1.56021875,14.89494375,9.5153,10.114184282606736,57.759886226788375,42.7435188468137
m53.jpg,mengkal,1.51964375,13.18823125,8.45731875,10.384596844512961,54.632117959440045,41.51880376193004
m54.jpg,mengkal,1.42144375,12.34403125,8.38094375,9.871278610981033,52.835516570406604,41.82473894859612
m55.jpg,mengkal,1.36499375,12.1186875,7.90021875,9.798047551056648,52.30230421104972,40.221097386177675
m56.jpg,mengkal,1.4649625,14.5535625,9.75350625,9.412070567808513,56.91322347269266,43.26036230872654
m57.jpg,mengkal,1.4319125,12.927175,8.12531875,9.948685922880516,53.33993552226238,39.30671636581657
m58.jpg,mengkal,2.3990625,18.77154375,11.94213125,12.875490733220282,63.343419066069245,47.10603843944946
m59.jpg,mengkal,1.66765,12.871325,7.2558375,11.210834312304579,53.19485729611607,36.42523743461635
m60.jpg,mengkal,0.0,0.0,0.0,0.0,0.0,0.0
m61.jpg,mengkal,2.3585625,16.8959375,8.3404375,13.630793554810193,60.91236673295951,38.582089462657336
m62.jpg,mengkal,2.3043875,17.0757125,10.365425,13.158698102378828,60.99896581180622,45.226904626257365
m63.jpg,mengkal,1.956425,16.24666875,10.60956875,11.67760468671777,59.52798227109284,45.398849596540835
m64.jpg,mengkal,1.43758125,12.21015625,8.494175,10.02718823496364,51.72445906537371,41.73653799204481
m65.jpg,mengkal,2.68520625,25.55669375,16.5677125,12.639600909256654,72.47302859203981,53.41442808374984
m66.jpg,mengkal,2.93811875,25.90256875,17.62630625,13.386840159701269,74.31398346462531,57.98876935869081
m67.jpg,mengkal,2.1876625,18.59399375,10.76793125,12.23435614514498,63.59698363673009,43.229414179945316
m68.jpg,mengkal,2.08315625,19.2814,10.479875,11.763583267388269,64.67460969373941,41.52166100339242
m69.jpg,mengkal,1.62620625,14.34121875,8.93775625,10.700771443305587,57.08558903973658,42.41085570905129
m70.jpg,mengkal,2.65263125,21.27468125,11.78165,13.72318307465937,67.80583847633994,45.53791234542267
m71.jpg,mengkal,1.66401875,14.08298125,8.3909125,10.84718559581088,55.557404955265284,39.26397505883357
m72.jpg,mengkal,1.52336875,11.81144375,6.73585,10.737321192965352,51.20614821778619,35.86377803268739
m73.jpg,mengkal,2.493775,22.16815625,13.60590625,12.72990372110234,68.72466272919546,49.39618870777823
m74.jpg,mengkal,2.471325,18.97655,12.8949125,13.305583047886971,61.14977585888888,46.86614190022282
m75.jpg,mengkal,2.12183125,16.3190375,8.40625,12.77635123565655,59.77448705414772,38.80006731228053
m76.jpg,mengkal,2.448875,20.85638125,13.76529375,12.595290736403342,65.466608892771,49.43092953019792
m77.jpg,mengkal,2.13104375,20.32476875,12.8272375,11.40990507344557,65.29002972523732,46.7164548431553
m78.jpg,mengkal,2.78379375,21.29515625,11.52323125,14.576118691470178,67.28976706424211,45.28471911491748
m79.jpg,mengkal,2.9598625,26.49575,16.76473125,13.486146650592824,74.609489556992,54.31657417266563
m80.jpg,mengkal,1.6204625,14.27260625,9.30678125,10.748076631953682,55.35772567653134,42.556416132269625
m81.jpg,mengkal,2.20881875,20.2357,13.5695,11.698732344977754,65.7581352039878,50.298549007410735
m82.jpg,mengkal,2.03403125,16.3860625,9.6423875,12.173715974373309,59.70886664259125,42.08510218362028
m83.jpg,mengkal,2.7388125,21.05805625,10.669675,14.534592997035382,67.52338612073949,43.18775518469329
m84.jpg,mengkal,1.5784625,12.33285,6.64963125,10.98370013409645,52.49956057785231,34.96714240521341
m85.jpg,mengkal,2.63699375,22.15393125,12.41573125,13.882700843575321,68.60796727731956,46.77973331231341
m86.jpg,mengkal,1.61771875,13.20934375,7.85445,10.862768629393734,53.71168175021237,38.24353363904606
u (842).jpg,mentah,29.04820625,135.06795625,82.46429375,17.27434426852066,81.4270354409053,45.3598379633808
u (843).jpg,mentah,19.9879875,86.769075,42.12469375,21.435867855056046,90.58084054400284,42.643495051600866
u (844).jpg,mentah,23.94634375,109.48896875,66.34060625,19.664792199659978,90.52229305980704,51.88501210501982
u (845).jpg,mentah,28.80095,133.89251875,81.9617125,16.928452132350962,81.66000255037837,45.16761405106811
u (846).jpg,mentah,19.45785625,84.445275,41.22291875,21.41376832562513,90.10612433506675,42.62028127526432
u (847).jpg,mentah,24.740575,132.54988125,50.4954625,20.818652662176394,106.83810380373761,39.69985332983337
u (848).jpg,mentah,20.4739125,91.23936875,43.53319375,21.32325712554503,91.47934484814256,42.53242261117387
u (849).jpg,mentah,18.88426875,99.9977125,38.317225,21.204910104201073,108.22180259669017,40.810617562079734
u (850).jpg,mentah,25.72046875,141.72946875,53.52295625,19.966172793771037,105.33134763260627,39.04735839989653
u (851).jpg,mentah,25.14960625,116.3884125,67.62196875,20.052389489059145,93.2701600766325,51.28673633236445
u (853).jpg,mentah,29.75585625,125.65761875,85.7467875,17.655193643214034,78.65534060910234,49.1381960233654
u (854).jpg,mentah,18.56941875,52.17769375,70.1546875,21.185588109320285,60.86214427853065,76.5240785423971
u (856).jpg,mentah,23.02751875,104.71025,48.5466,21.370795176319845,97.00479328322037,43.26737834024179
u (858).jpg,mentah,29.19070625,122.43689375,83.3281,18.18878672084087,80.15127513081733,49.89733347472813
u (859).jpg,mentah,22.69173125,63.43235,84.57078125,21.744005533212096,62.149202014019146,76.16948988944203
u (860).jpg,mentah,22.63775,103.09645,47.83415,21.463119529504596,96.99084137126098,43.471162783836355
u (861).jpg,mentah,14.93224375,42.90355625,51.78910625,21.250323299672743,60.459282102555,69.19843706740738
u (862).jpg,mentah,21.1266375,88.11454375,61.290375,20.896880459622547,85.41102789449201,57.02687684206612
u (863).jpg,mentah,19.68839375,56.80429375,70.6468125,21.458778979595287,61.8156619944882,71.96556734702168
u (864).jpg,mentah,16.99985,44.39965625,69.8288375,21.368578567082242,56.75403548319985,82.56968422727222
u (865).jpg,mentah,15.91819375,45.59128125,56.1205375,21.164608465267094,60.463018389239856,70.2642136560584
u (866).jpg,mentah,26.146125,110.78953125,77.13925625,19.41962209940767,81.76502077078909,53.62499546800907
u (867).jpg,mentah,16.476625,43.13635625,66.9322625,21.45588971843538,57.09819404525223,81.90063590489481
u (868).jpg,mentah,17.34681875,45.6161375,72.16895625,21.091845533382905,56.692694962263204,82.83684112478618
u (869).jpg,mentah,24.83213125,104.4796625,72.35120625,20.46723635062232,83.81899366425745,55.07596286417825
u (870).jpg,mentah,26.52600625,111.853675,76.0988625,19.26343099436708,78.78955991434843,51.449768840195134
u (871).jpg,mentah,26.25423125,112.26050625,76.12806875,18.966312180343635,78.71033925246904,51.48968105015281
u (872).jpg,mentah,16.06240625,95.20979375,29.57471875,20.64642703253494,113.68747047426534,36.28556193051936
u (873).jpg,mentah,19.3517625,75.404425,53.4942125,21.1704956990279,77.75291065565845,54.81828690320494
u (874).jpg,mentah,15.0060875,57.76370625,41.2974375,20.356024610459993,74.9254710295952,53.25617774903903
u (875).jpg,mentah,22.94669375,106.577375,65.10630625,19.985810646387073,88.47862757817586,53.916509115766544
u (876).jpg,mentah,19.5538875,116.6724625,36.06754375,20.894965808494167,115.61947324814514,36.602696712037705
u (877).jpg,mentah,15.36375,59.34169375,42.50035625,20.318239612179372,75.2438829848362,53.566478439132155
u (878).jpg,mentah,13.42388125,78.8969375,24.42235625,19.9350816636567,108.93846010749793,34.58567490951925
u (879).jpg,mentah,24.1644875,113.93694375,68.96719375,19.500779314250405,87.15820890861247,52.83751288149394
u(1).jpg,mentah,7.9078125,42.34615625,23.397075,17.886037542291678,88.38569387702296,53.33598380958008
u(10).jpg,mentah,7.3017875,34.316225,16.18879375,18.742499814707593,81.30834890570809,43.40342613968669
u(11).jpg,mentah,5.5563125,26.74391875,12.28808125,16.967197143351388,73.66256293838408,39.244015504911594
u(12).jpg,mentah,5.0920875,24.953425,11.8885625,16.075294550712176,71.76588626062441,38.99301035674276
u(13).jpg,mentah,6.6129375,32.0087375,15.08693125,17.96659038661072,78.84558127222209,42.58213298099011
u(14).jpg,mentah,6.20399375,31.39915,15.1557375,17.140575553382863,78.69991211421664,42.92104330436721
u(15).jpg,mentah,5.387975,26.3694375,13.304725,16.285258683820633,72.80227814714823,41.11381905965125
u(16).jpg,mentah,5.9324625,30.59279375,15.45988125,16.37304075873516,77.93608752905931,43.346676377559696
u(17).jpg,mentah,4.6326125,22.33201875,11.18060625,15.406955456038558,67.76462504373227,38.62020132172365
u(18).jpg,mentah,3.89105,18.6508375,8.6860875,14.42674313203214,62.395851008411725,33.352239751552176
u(19).jpg,mentah,6.433575,30.796975,15.1439125,17.52381309019837,77.66213640421417,42.91629412821514
u(2).jpg,mentah,6.3693875,35.52680625,16.7694125,16.616793925856904,84.14031112636557,43.821005858066314
u(20).jpg,mentah,4.85158125,21.60325625,11.36676875,15.195911559544028,62.80378989879237,36.064285823144424
u(21).jpg,mentah,5.5680125,27.06376875,14.98723125,15.685741512558378,72.07465827028399,42.7724314624137
u(22).jpg,mentah,5.3748875,25.37155625,14.1148375,16.062858458626714,70.23356962458081,42.817542401975146
u(23).jpg,mentah,4.90293125,23.85416875,12.80051875,14.966274048967023,68.1148681602162,40.504172482401444
u(24).jpg,mentah,4.730675,22.82525,12.2724625,14.744139566067958,66.4806869506137,39.23856539411289
u(25).jpg,mentah,5.64873125,26.598075,15.05169375,16.195054538796185,71.20466562159413,44.14788396971449
u(26).jpg,mentah,5.93553125,27.3652875,15.00833125,17.131971574552384,72.58514743063981,44.651757376863266
u(27).jpg,mentah,5.44231875,25.9372375,15.0115875,15.68852798620312,70.34063591449294,44.01997746163379
u(28).jpg,mentah,6.29396875,30.83983125,17.38871875,16.791056804846253,76.76888523160503,47.065237744877344
u(29).jpg,mentah,3.81545,17.0518625,10.16163125,13.816766673042684,57.7097544637939,37.47871738187393
u(3).jpg,mentah,6.32464375,36.00886875,19.233525,16.095515297286628,83.54159048103877,49.483786901032296
u(30).jpg,mentah,4.39044375,19.8775375,11.49565,14.698615068352868,62.05773624558246,39.09301208115431
u(31).jpg,mentah,5.52805625,27.54115,13.7680125,16.059899994900064,74.5021933850958,41.65933291944677
u(32).jpg,mentah,6.65009375,33.269025,17.59140625,17.479149632217236,80.97017607160402,46.71421057763691
u(33).jpg,mentah,6.042075,29.9716,15.39763125,16.859026282498416,77.42564743639838,44.2114277720141
u(34).jpg,mentah,5.4682125,27.15941875,14.37624375,16.109408417266,74.13275763403767,43.2585131434522
u(35).jpg,mentah,4.80333125,23.63240625,11.89546875,15.302360607231071,69.67199154665076,38.91895671740289
u(36).jpg,mentah,4.27151875,19.60155625,10.80936875,14.59316779585738,62.394993079109675,37.84970760749994
u(37).jpg,mentah,4.43796875,21.6781,10.05455625,14.954237764708644,67.01560270108281,35.33428352706876
u(38).jpg,mentah,5.34809375,25.80174375,11.6981375,16.433354024381014,72.58356167704537,37.40926545032746
u(39).jpg,mentah,6.02726875,28.138925,12.885375,17.90546565059132,75.10872960146926,39.80461529281112
u(4).jpg,mentah,6.004025,32.39218125,16.33815,16.65945291118581,79.96094249774751,45.73681413349889
u(40).jpg,mentah,6.7213,33.3308375,16.9462,17.811041906908336,81.11431922950432,45.99496975818319
u(41).jpg,mentah,5.80761875,27.63438125,12.5905375,17.19794670026278,74.70618258681034,39.032463289750005
u(42).jpg,mentah,5.36359375,25.4272625,11.92199375,16.41005045194903,71.74382392766282,37.83958157504854
u(43).jpg,mentah,6.58035,32.60611875,16.18659375,17.37674937604682,80.1506812278812,43.67898495301407
u(44).jpg,mentah,6.55470625,33.3904125,15.79601875,17.37163225567953,81.50858445955473,42.88708456991623
u(45).jpg,mentah,5.55516875,25.68094375,12.15326875,16.909633168971375,71.83384985059439,38.78369393109668
u(46).jpg,mentah,6.30548125,31.745075,16.04451875,17.241027737787647,79.42386897675351,44.457229297731175
u(47).jpg,mentah,5.233775,27.3547125,14.94931875,15.576355454624213,74.45593237980881,45.14597601285526
u(48).jpg,mentah,4.523025,21.61303125,11.54390625,14.920351281015447,65.52903182134882,39.03668527472239
u(49).jpg,mentah,6.1521875,31.92080625,16.86409375,16.35330781415348,79.16306602269965,44.92047206716152
u(5).jpg,mentah,5.46149375,28.114175,11.53318125,16.810582746290898,76.53842614374622,36.68948400429946
u(50).jpg,mentah,7.23775625,38.2114875,18.96861875,17.519786762841548,85.18480607195876,47.33249553928413
u(6).jpg,mentah,6.48429375,36.1468875,16.7389,17.04005694864452,84.35012002999207,43.93245798135408
u(7).jpg,mentah,6.4109125,31.812575,15.76559375,17.236552030988896,78.98931057015983,43.775144031378474
u(8).jpg,mentah,6.85945,32.72805,15.14604375,18.005222733885102,78.90819130917465,41.39389737598548
u(9).jpg,mentah,6.09069375,29.0654375,12.4006125,17.267520620879207,75.56654752897593,37.185799670412706
